StudyYear	Code	Births	BirthSchool	Rate	trt	year	interaction	Pop
2014.0	431090	33	26.0	8.870968	0.0	0.0	0.0	3720
2016.0	431090	27	25.0	7.277628	0.0	1.0	0.0	3709
2014.0	431100	349	272.0	12.292195	0.0	0.0	0.0	28392
2016.0	431100	308	270.0	10.879932	0.0	1.0	0.0	28230
2014.0	431110	83	68.0	7.1367154	0.0	0.0	0.0	11630
2016.0	431110	71	63.0	6.126499	0.0	1.0	0.0	11551
2014.0	431112	50	27.0	12.004802	0.0	0.0	0.0	4165
2016.0	431112	55	41.0	13.288234	0.0	1.0	0.0	4110
2014.0	431113	30	16.0	8.196721	0.0	0.0	0.0	3660
2016.0	431113	29	18.0	7.9278293	0.0	1.0	0.0	3650
2014.0	431115	87	55.0	10.064785	0.0	0.0	0.0	8644
2016.0	431115	91	66.0	10.508083	0.0	1.0	0.0	8668
2014.0	431120	250	161.0	12.45268	0.0	0.0	0.0	20076
2016.0	431120	206	140.0	10.274314	0.0	1.0	0.0	20032
2014.0	431123	31	23.0	11.032028	0.0	0.0	0.0	2810
2016.0	431123	23	18.0	8.150249	0.0	1.0	0.0	2839
2014.0	431125	74	34.0	11.414469	0.0	0.0	0.0	6483
2016.0	431125	65	37.0	10.013865	0.0	1.0	0.0	6504
2014.0	431127	12	10.0	7.2727275	0.0	0.0	0.0	1650
2016.0	431127	28	28.0	16.969696	0.0	1.0	0.0	1649
2014.0	431130	347	178.0	12.209711	0.0	0.0	0.0	28420
2016.0	431130	394	253.0	13.858112	0.0	1.0	0.0	28443
2014.0	431140	1119	926.0	14.390802	0.0	0.0	0.0	77758
2016.0	431140	1161	1017.0	14.791693	0.0	1.0	0.0	79172
2014.0	431142	25	15.0	9.66744	0.0	0.0	0.0	2586
2016.0	431142	30	23.0	11.591963	0.0	1.0	0.0	2592
2014.0	431150	69	46.0	8.793169	0.0	0.0	0.0	7847
2016.0	431150	67	49.0	8.5535555	0.0	1.0	0.0	7820
2014.0	431160	68	46.0	11.744387	0.0	0.0	0.0	5790
2016.0	431160	61	46.0	10.601321	0.0	1.0	0.0	5718
2014.0	431162	92	54.0	16.361372	0.0	0.0	0.0	5623
2016.0	431162	81	67.0	14.27816	0.0	1.0	0.0	5719
2014.0	431164	8	6.0	4.708652	0.0	0.0	0.0	1699
2016.0	431164	11	10.0	6.455399	0.0	1.0	0.0	1707
2014.0	431170	55	33.0	9.729347	0.0	0.0	0.0	5653
2016.0	431170	60	48.0	10.623229	0.0	1.0	0.0	5645
2014.0	431171	37	23.0	7.6572847	0.0	0.0	0.0	4832
2016.0	431171	61	51.0	12.642487	0.0	1.0	0.0	4814
2014.0	431173	19		6.154843	0.0	0.0	0.0	3087
2016.0	431173	34	23.0	11.02107	0.0	1.0	0.0	3081
2014.0	431175	65	50.0	8.841131	0.0	0.0	0.0	7352
2016.0	431175	52	37.0	7.070982	0.0	1.0	0.0	7372
2014.0	431177	88	72.0	12.475191	0.0	0.0	0.0	7054
2016.0	431177	55	33.0	7.8125	0.0	1.0	0.0	7028
2014.0	431179	12	10.0	4.535147	0.0	0.0	0.0	2646
2016.0	431179	23	17.0	8.646617	0.0	1.0	0.0	2668
2014.0	431180	527	395.0	13.277569	0.0	0.0	0.0	39691
2016.0	431180	486	461.0	12.097677	0.0	1.0	0.0	40629
2014.0	431190	48	36.0	9.458128	0.0	0.0	0.0	5075
2016.0	431190	40	29.0	7.945967	0.0	1.0	0.0	4982
2014.0	431198	29	26.0	7.4168797	0.0	0.0	0.0	3910
2016.0	431198	39	29.0	9.948979	0.0	1.0	0.0	3926
2014.0	431200	18	12.0	8.089888	0.0	0.0	0.0	2225
2016.0	431200	11	7.0	4.9773755	0.0	1.0	0.0	2200
2014.0	431205	46	35.0	11.025887	0.0	0.0	0.0	4172
2016.0	431205	37	33.0	8.881421	0.0	1.0	0.0	4163
2014.0	431210	44	20.0	8.499131	0.0	0.0	0.0	5177
2016.0	431210	37	24.0	7.1719327	0.0	1.0	0.0	5141
2014.0	431213	35	24.0	13.661202	0.0	0.0	0.0	2562
2016.0	431213	36	27.0	14.007782	0.0	1.0	0.0	2571
2014.0	431215	56	50.0	13.464775	0.0	0.0	0.0	4159
2016.0	431215	34	30.0	8.093311	0.0	1.0	0.0	4240
2014.0	431217	22	15.0	12.195122	0.0	0.0	0.0	1804
2016.0	431217	22	18.0	12.229016	0.0	1.0	0.0	1789
2014.0	431220	36	21.0	7.343941	0.0	0.0	0.0	4902
2016.0	431220	31	23.0	6.372045	0.0	1.0	0.0	4834
2014.0	431225	114	66.0	14.273194	0.0	0.0	0.0	7987
2016.0	431225	102	68.0	12.737263	0.0	1.0	0.0	8035
2014.0	431230	56	43.0	11.226945	0.0	0.0	0.0	4988
2016.0	431230	67	57.0	13.453815	0.0	1.0	0.0	4978
2014.0	431235	13	11.0	8.327995	0.0	0.0	0.0	1561
2016.0	431235	11	11.0	7.073955	0.0	1.0	0.0	1551
2014.0	431237	34		10.523058	0.0	0.0	0.0	3231
2016.0	431237	45	35.0	13.918961	0.0	1.0	0.0	3243
2014.0	431238	17	12.0	6.2684364	0.0	0.0	0.0	2712
2016.0	431238	10	7.0	3.6968577	0.0	1.0	0.0	2696
2014.0	431240	910	723.0	14.476845	0.0	0.0	0.0	62859
2016.0	431240	928	739.0	14.679363	0.0	1.0	0.0	63551
2014.0	431242	35	28.0	11.965812	0.0	0.0	0.0	2925
2016.0	431242	22	20.0	7.472826	0.0	1.0	0.0	2968
2014.0	431244	23	21.0	7.1718116	0.0	0.0	0.0	3207
2016.0	431244	30	26.0	9.404388	0.0	1.0	0.0	3179
2014.0	431245	52	31.0	7.984032	0.0	0.0	0.0	6513
2016.0	431245	58	37.0	8.880723	0.0	1.0	0.0	6548
2014.0	431247	77	60.0	12.7188635	0.0	0.0	0.0	6054
2016.0	431247	58	49.0	9.506639	0.0	1.0	0.0	6143
2014.0	431250	122	82.0	9.62221	0.0	0.0	0.0	12679
2016.0	431250	137	97.0	10.772134	0.0	1.0	0.0	12758
2014.0	431260	49	33.0	9.835407	0.0	0.0	0.0	4982
2016.0	431260	49	41.0	9.819639	0.0	1.0	0.0	4998
2014.0	431261	39	28.0	12.48	0.0	0.0	0.0	3125
2016.0	431261	39	29.0	12.4481325	0.0	1.0	0.0	3147
2014.0	431262	22	15.0	11.646374	0.0	0.0	0.0	1889
2016.0	431262	34	19.0	17.951426	0.0	1.0	0.0	1899
2014.0	431265	222	198.0	13.141538	0.0	0.0	0.0	16893
2016.0	431265	239	209.0	14.062132	0.0	1.0	0.0	17094
2014.0	431267	18	13.0	10.238908	0.0	0.0	0.0	1758
2016.0	431267	15	11.0	8.527573	0.0	1.0	0.0	1754
2014.0	431270	174	122.0	14.118793	0.0	0.0	0.0	12324
2016.0	431270	181	135.0	14.71784	0.0	1.0	0.0	12270
2014.0	431275	39	25.0	11.463845	0.0	0.0	0.0	3402
2016.0	431275	34	33.0	9.909647	0.0	1.0	0.0	3457
2014.0	431280	54	50.0	12.442396	0.0	0.0	0.0	4340
2016.0	431280	72	67.0	16.412127	0.0	1.0	0.0	4429
2014.0	431290	85	67.0	9.028147	0.0	0.0	0.0	9415
2016.0	431290	84	75.0	8.861694	0.0	1.0	0.0	9540
2014.0	431295	21	17.0	10.659899	0.0	0.0	0.0	1970
2016.0	431295	18	17.0	9.211873	0.0	1.0	0.0	1942
2014.0	431300	36	22.0	10.853181	0.0	0.0	0.0	3317
2016.0	431300	15	13.0	4.5072117	0.0	1.0	0.0	3337
2014.0	431301	27	26.0	9.581264	0.0	0.0	0.0	2818
2016.0	431301	30	29.0	10.6723585	0.0	1.0	0.0	2810
2014.0	431303	53	41.0	10.6	0.0	0.0	0.0	5000
2016.0	431303	61	56.0	12.093576	0.0	1.0	0.0	5087
2014.0	431306	240	140.0	12.097994	0.0	0.0	0.0	19838
2016.0	431306	267	213.0	13.324683	0.0	1.0	0.0	20225
2014.0	431308	15	9.0	5.882353	0.0	0.0	0.0	2550
2016.0	431308	13	11.0	5.0761423	0.0	1.0	0.0	2563
2014.0	431310	69	54.0	10.492701	0.0	0.0	0.0	6576
2016.0	431310	64	51.0	9.713159	0.0	1.0	0.0	6597
2014.0	431320	245	208.0	12.084443	0.0	0.0	0.0	20274
2016.0	431320	250	226.0	12.246497	0.0	1.0	0.0	20549
2014.0	431330	323	268.0	13.03418	0.0	0.0	0.0	24781
2016.0	431330	348	308.0	13.88778	0.0	1.0	0.0	25315
2014.0	431333	18	12.0	7.352941	0.0	0.0	0.0	2448
2016.0	431333	20	15.0	8.193363	0.0	1.0	0.0	2428
2014.0	431335	28		7.8984485	0.0	0.0	0.0	3545
2016.0	431335	24	22.0	6.741573	0.0	1.0	0.0	3584
2014.0	431337	381	278.0	15.0628605	0.0	0.0	0.0	25294
2016.0	431337	401	295.0	15.601292	0.0	1.0	0.0	26086
2014.0	431339	42	30.0	10.324484	0.0	0.0	0.0	4068
2016.0	431339	32	26.0	7.833537	0.0	1.0	0.0	4107
2014.0	431340	3206	2324.0	12.914349	0.0	0.0	0.0	248251
2016.0	431340	3164	2416.0	12.722513	0.0	1.0	0.0	249113
2014.0	431342	21	13.0	5.431971	0.0	0.0	0.0	3866
2016.0	431342	21	19.0	5.480167	0.0	1.0	0.0	3791
2014.0	431344	24	21.0	10.29601	0.0	0.0	0.0	2331
2016.0	431344	27	20.0	11.622901	0.0	1.0	0.0	2316
2014.0	431346	20	16.0	11.142061	0.0	0.0	0.0	1795
2016.0	431346	15	15.0	8.365868	0.0	1.0	0.0	1793
2014.0	431349	53	44.0	12.774162	0.0	0.0	0.0	4149
2016.0	431349	38	30.0	9.12584	0.0	1.0	0.0	4171
2014.0	431350	593	470.0	13.605286	0.0	0.0	0.0	43586
2016.0	431350	675	568.0	15.377605	0.0	1.0	0.0	44190
2014.0	431360	32	18.0	7.5276403	0.0	0.0	0.0	4251
2016.0	431360	29	22.0	6.87041	0.0	1.0	0.0	4196
2014.0	431365	135	101.0	11.849381	0.0	0.0	0.0	11393
2016.0	431365	156	120.0	13.669821	0.0	1.0	0.0	11431
2014.0	431370	487	342.0	13.895626	0.0	0.0	0.0	35047
2016.0	431370	483	371.0	13.8110485	0.0	1.0	0.0	34907
2014.0	431380	93	76.0	12.9852	0.0	0.0	0.0	7162
2016.0	431380	95	77.0	13.251499	0.0	1.0	0.0	7177
2014.0	431390	582	504.0	14.2615595	0.0	0.0	0.0	40809
2016.0	431390	622	576.0	15.117269	0.0	1.0	0.0	41473
2014.0	431395	101	74.0	10.118213	0.0	0.0	0.0	9982
2016.0	431395	107	89.0	10.774343	0.0	1.0	0.0	9887
2014.0	431400	67	61.0	9.23501	0.0	0.0	0.0	7255
2016.0	431400	108	97.0	14.766202	0.0	1.0	0.0	7357
2014.0	431402	58	44.0	7.6035657	0.0	0.0	0.0	7628
2016.0	431402	80	59.0	10.464355	0.0	1.0	0.0	7662
2014.0	431403	48	39.0	12.948476	0.0	0.0	0.0	3707
2016.0	431403	42	40.0	11.266094	0.0	1.0	0.0	3743
2014.0	431405	794	578.0	14.422204	0.0	0.0	0.0	55054
2016.0	431405	762	589.0	13.732946	0.0	1.0	0.0	55893
2014.0	431406	44	19.0	8.063038	0.0	0.0	0.0	5457
2016.0	431406	28	18.0	5.100182	0.0	1.0	0.0	5523
2014.0	431407	44	42.0	6.940063	0.0	0.0	0.0	6340
2016.0	431407	58	51.0	9.09804	0.0	1.0	0.0	6402
2014.0	431410	2919	2106.0	14.92194	0.0	0.0	0.0	195618
2016.0	431410	2876	2487.0	14.618203	0.0	1.0	0.0	197798
2014.0	431413	14	9.0	6.118881	0.0	0.0	0.0	2288
2016.0	431413	18	14.0	7.832898	0.0	1.0	0.0	2302
2014.0	431415	81	59.0	9.626812	0.0	0.0	0.0	8414
2016.0	431415	71	56.0	8.416311	0.0	1.0	0.0	8461
2014.0	431417	10	7.0	4.524887	0.0	0.0	0.0	2210
2016.0	431417	28	20.0	12.738853	0.0	1.0	0.0	2181
2014.0	431420	95	47.0	11.848341	0.0	0.0	0.0	8018
2016.0	431420	95	42.0	11.861655	0.0	1.0	0.0	8005
2014.0	431430	30	20.0	7.392804	0.0	0.0	0.0	4058
2016.0	431430	29	24.0	7.1516647	0.0	1.0	0.0	4049
2014.0	431440	4353	2726.0	12.726098	0.0	0.0	0.0	342053
2016.0	431440	4259	2749.0	12.421654	0.0	1.0	0.0	343651
2014.0	431442	56	47.0	10.181818	0.0	0.0	0.0	5500
2016.0	431442	48	43.0	8.675221	0.0	1.0	0.0	5564
2014.0	431445	28	17.0	10.756819	0.0	0.0	0.0	2603
2016.0	431445	11	8.0	4.2226486	0.0	1.0	0.0	2613
2014.0	431446	24	14.0	11.230698	0.0	0.0	0.0	2137
2016.0	431446	18	16.0	8.466604	0.0	1.0	0.0	2115
2014.0	431447	41	19.0	8.979413	0.0	0.0	0.0	4566
2016.0	431447	47	30.0	10.3092785	0.0	1.0	0.0	4552
2014.0	431449	44	25.0	9.272919	0.0	0.0	0.0	4745
2016.0	431449	52	43.0	10.931259	0.0	1.0	0.0	4783
2014.0	431450	109	73.0	8.378171	0.0	0.0	0.0	13010
2016.0	431450	113	83.0	8.709727	0.0	1.0	0.0	12944
2014.0	431454	23	18.0	8.214286	0.0	0.0	0.0	2800
2016.0	431454	25	18.0	8.849558	0.0	1.0	0.0	2847
2014.0	431455	22	18.0	8.121078	0.0	0.0	0.0	2709
2016.0	431455	17	13.0	6.3432837	0.0	1.0	0.0	2651
2014.0	431460	184	118.0	8.903513	0.0	0.0	0.0	20666
2016.0	431460	181	133.0	8.738051	0.0	1.0	0.0	20757
2014.0	431470	130	96.0	12.141589	0.0	0.0	0.0	10707
2016.0	431470	122	96.0	11.423221	0.0	1.0	0.0	10650
2014.0	431475	22	18.0	10.476191	0.0	0.0	0.0	2100
2016.0	431475	22	19.0	10.441386	0.0	1.0	0.0	2108
2014.0	431477	35	20.0	8.782936	0.0	0.0	0.0	3985
2016.0	431477	43	40.0	10.785051	0.0	1.0	0.0	3988
2014.0	431478	11	9.0	6.3073397	0.0	0.0	0.0	1744
2016.0	431478	14	11.0	8.106544	0.0	1.0	0.0	1717
2014.0	431480	430	302.0	12.792669	0.0	0.0	0.0	33613
2016.0	431480	400	291.0	11.765398	0.0	1.0	0.0	34353
2014.0	431490	19189	15646.0	13.031747	0.0	0.0	0.0	1472481
2016.0	431490	18635	15572.0	12.617935	0.0	1.0	0.0	1481019
2014.0	431500	37	37.0	6.8991237	0.0	0.0	0.0	5363
2016.0	431500	29	25.0	5.4603653	0.0	1.0	0.0	5269
2014.0	431505	18	14.0	7.0120764	0.0	0.0	0.0	2567
2016.0	431505	21	19.0	8.22884	0.0	1.0	0.0	2546
2014.0	431507	11	10.0	6.2358274	0.0	0.0	0.0	1764
2016.0	431507	12	10.0	6.932409	0.0	1.0	0.0	1704
2014.0	431510	141	111.0	13.079778	0.0	0.0	0.0	10780
2016.0	431510	115	90.0	10.686739	0.0	1.0	0.0	10737
2014.0	431513	14	7.0	7.5067024	0.0	0.0	0.0	1865
2016.0	431513	15	10.0	8.130081	0.0	1.0	0.0	1832
2014.0	431514	28	24.0	10.455564	0.0	0.0	0.0	2678
2016.0	431514	36	33.0	13.303769	0.0	1.0	0.0	2729
2014.0	431515	45	31.0	7.0710244	0.0	0.0	0.0	6364
2016.0	431515	48	39.0	7.5388722	0.0	1.0	0.0	6376
2014.0	431517	12	8.0	5.8708415	0.0	0.0	0.0	2044
2016.0	431517	18	17.0	8.806262	0.0	1.0	0.0	2037
2014.0	431520	34	18.0	8.097166	0.0	0.0	0.0	4199
2016.0	431520	32	24.0	7.646356	0.0	1.0	0.0	4172
2014.0	431530	306	216.0	12.960609	0.0	0.0	0.0	23610
2016.0	431530	268	209.0	11.365082	0.0	1.0	0.0	23555
2014.0	431531	21	14.0	11.388287	0.0	0.0	0.0	1844
2016.0	431531	10	8.0	5.4259357	0.0	1.0	0.0	1852
2014.0	431532	19	12.0	6.7591605	0.0	0.0	0.0	2811
2016.0	431532	14	9.0	4.973357	0.0	1.0	0.0	2820
2014.0	431535	38	34.0	9.992111	0.0	0.0	0.0	3803
2016.0	431535	46	43.0	12.063992	0.0	1.0	0.0	3819
2014.0	431540	212	91.0	19.383743	0.0	0.0	0.0	10937
2016.0	431540	156	98.0	14.147094	0.0	1.0	0.0	11108
2014.0	431545	12	6.0	5.449591	0.0	0.0	0.0	2202
2016.0	431545	9	8.0	4.100228	0.0	1.0	0.0	2191
2014.0	431550	165	112.0	10.095448	0.0	0.0	0.0	16344
2016.0	431550	199	150.0	12.18243	0.0	1.0	0.0	16324
2014.0	431555	28	17.0	8.057554	0.0	0.0	0.0	3475
2016.0	431555	33	24.0	9.660421	0.0	1.0	0.0	3366
2014.0	431560	2960	2056.0	14.2968235	0.0	0.0	0.0	207039
2016.0	431560	2848	2268.0	13.701662	0.0	1.0	0.0	208641
2014.0	431570	409	332.0	10.514679	0.0	0.0	0.0	38898
2016.0	431570	451	347.0	11.583408	0.0	1.0	0.0	38968
2014.0	431575	43	27.0	9.446397	0.0	0.0	0.0	4552
2016.0	431575	39	25.0	8.526454	0.0	1.0	0.0	4590
2014.0	431580	104	75.0	9.531665	0.0	0.0	0.0	10911
2016.0	431580	127	99.0	11.572808	0.0	1.0	0.0	11040
2014.0	431590	73	60.0	12.27097	0.0	0.0	0.0	5949
2016.0	431590	76	65.0	12.764528	0.0	1.0	0.0	5961
2014.0	431595	18	12.0	7.0394993	0.0	0.0	0.0	2557
2016.0	431595	17	13.0	6.6850176	0.0	1.0	0.0	2528
2014.0	431600	276	177.0	13.395457	0.0	0.0	0.0	20604
2016.0	431600	244	170.0	11.782886	0.0	1.0	0.0	20819
2014.0	431610	104	72.0	9.776274	0.0	0.0	0.0	10638
2016.0	431610	97	70.0	9.104562	0.0	1.0	0.0	10675
2014.0	431620	60	54.0	10.779734	0.0	0.0	0.0	5566
2016.0	431620	44	37.0	7.9350767	0.0	1.0	0.0	5520
2014.0	431630	56	38.0	7.6586432	0.0	0.0	0.0	7312
2016.0	431630	69	58.0	9.468917	0.0	1.0	0.0	7267
2014.0	431640	400	292.0	9.805123	0.0	0.0	0.0	40795
2016.0	431640	449	371.0	11.011649	0.0	1.0	0.0	40750
2014.0	431642	27	21.0	10.085917	0.0	0.0	0.0	2677
2016.0	431642	23	15.0	8.594918	0.0	1.0	0.0	2676
2014.0	431643	27	15.0	9.339329	0.0	0.0	0.0	2891
2016.0	431643	33	33.0	11.458333	0.0	1.0	0.0	2862
2014.0	431645	149	71.0	12.0161295	0.0	0.0	0.0	12400
2016.0	431645	154	116.0	12.38938	0.0	1.0	0.0	12460
2014.0	431647	19	15.0	6.8666425	0.0	0.0	0.0	2767
2016.0	431647	29	27.0	10.480665	0.0	1.0	0.0	2773
2014.0	431650	67	50.0	9.243929	0.0	0.0	0.0	7248
2016.0	431650	89	69.0	12.163455	0.0	1.0	0.0	7377
2014.0	431660	164	134.0	10.192666	0.0	0.0	0.0	16090
2016.0	431660	173	157.0	10.719376	0.0	1.0	0.0	16189
2014.0	431670	116	66.0	13.116237	0.0	0.0	0.0	8844
2016.0	431670	90	76.0	10.236579	0.0	1.0	0.0	8742
2014.0	431673	21	14.0	12.323944	0.0	0.0	0.0	1704
2016.0	431673	11	9.0	6.4782095	0.0	1.0	0.0	1696
2014.0	431675	55	45.0	8.981058	0.0	0.0	0.0	6124
2016.0	431675	65	51.0	10.516098	0.0	1.0	0.0	6235
2014.0	431680	1632	1360.0	13.019338	0.0	0.0	0.0	125352
2016.0	431680	1641	1429.0	13.015339	0.0	1.0	0.0	126775
2014.0	431690	3406	2718.0	12.3928	0.0	0.0	0.0	274837
2016.0	431690	3518	2887.0	12.741575	0.0	1.0	0.0	277309
2014.0	431695	84	56.0	13.310094	0.0	0.0	0.0	6311
2016.0	431695	50	35.0	7.9013906	0.0	1.0	0.0	6344
2014.0	431697	25	16.0	10.060362	0.0	0.0	0.0	2485
2016.0	431697	23	16.0	9.225832	0.0	1.0	0.0	2507
2014.0	431700	68	37.0	8.052102	0.0	0.0	0.0	8445
2016.0	431700	53	38.0	6.2855787	0.0	1.0	0.0	8424
2014.0	431710	1126	856.0	13.513514	0.0	0.0	0.0	83324
2016.0	431710	1189	1020.0	14.32979	0.0	1.0	0.0	82631
2014.0	431720	973	752.0	13.521213	0.0	0.0	0.0	71961
2016.0	431720	998	916.0	13.815061	0.0	1.0	0.0	72504
2014.0	431725	8	6.0	4.4918585	0.0	0.0	0.0	1781
2016.0	431725	12	11.0	6.7377877	0.0	1.0	0.0	1780
2014.0	431730	399	270.0	12.656622	0.0	0.0	0.0	31525
2016.0	431730	402	323.0	12.787887	0.0	1.0	0.0	31352
2014.0	431740	551	444.0	10.885671	0.0	0.0	0.0	50617
2016.0	431740	627	572.0	12.383718	0.0	1.0	0.0	50647
2014.0	431750	1019	810.0	12.9136095	0.0	0.0	0.0	78909
2016.0	431750	1030	877.0	13.042267	0.0	1.0	0.0	79040
2014.0	431755	12	10.0	5.464481	0.0	0.0	0.0	2196
2016.0	431755	16	16.0	7.269423	0.0	1.0	0.0	2197
2014.0	431760	449	340.0	10.746511	0.0	0.0	0.0	41781
2016.0	431760	471	367.0	11.220697	0.0	1.0	0.0	42160
2014.0	431770	103	72.0	9.161256	0.0	0.0	0.0	11243
2016.0	431770	98	72.0	8.77036	0.0	1.0	0.0	11111
2014.0	431775	15	11.0	7.3028235	0.0	0.0	0.0	2054
2016.0	431775	14	13.0	6.8060284	0.0	1.0	0.0	2058
2014.0	431780	198	133.0	13.790221	0.0	0.0	0.0	14358
2016.0	431780	196	173.0	13.658537	0.0	1.0	0.0	14341
2014.0	431790	161	156.0	10.904165	0.0	0.0	0.0	14765
2016.0	431790	128	111.0	8.673262	0.0	1.0	0.0	14747
2014.0	431795	28	21.0	11.226945	0.0	0.0	0.0	2494
2016.0	431795	24	23.0	9.661836	0.0	1.0	0.0	2476
2014.0	431800	735	496.0	11.650948	0.0	0.0	0.0	63085
2016.0	431800	807	645.0	12.812167	0.0	1.0	0.0	62897
2014.0	431805	23	15.0	7.518797	0.0	0.0	0.0	3059
2016.0	431805	22	18.0	7.182501	0.0	1.0	0.0	3073
2014.0	431810	215	155.0	10.994068	0.0	0.0	0.0	19556
2016.0	431810	174	142.0	8.925365	0.0	1.0	0.0	19437
2014.0	431820	261	148.0	12.148576	0.0	0.0	0.0	21484
2016.0	431820	294	194.0	13.643325	0.0	1.0	0.0	21617
2014.0	431830	765	518.0	12.202514	0.0	0.0	0.0	62692
2016.0	431830	832	623.0	13.251995	0.0	1.0	0.0	62874
2014.0	431840	288	204.0	12.307693	0.0	0.0	0.0	23400
2016.0	431840	264	202.0	11.220197	0.0	1.0	0.0	23649
2014.0	431842	42	38.0	8.66158	0.0	0.0	0.0	4849
2016.0	431842	41	35.0	8.467575	0.0	1.0	0.0	4836
2014.0	431843	31	21.0	11.684885	0.0	0.0	0.0	2653
2016.0	431843	23	13.0	8.679245	0.0	1.0	0.0	2649
2014.0	431844	26	22.0	9.119607	0.0	0.0	0.0	2851
2016.0	431844	18	15.0	6.322445	0.0	1.0	0.0	2844
2014.0	431845	22	10.0	8.020415	0.0	0.0	0.0	2743
2016.0	431845	22	19.0	8.037998	0.0	1.0	0.0	2725
2014.0	431846	22	15.0	10.0	0.0	0.0	0.0	2200
2016.0	431846	17	12.0	7.7874484	0.0	1.0	0.0	2172
2014.0	431848	41	30.0	9.280217	0.0	0.0	0.0	4418
2016.0	431848	35	33.0	7.844016	0.0	1.0	0.0	4504
2014.0	431849	24	20.0	10.77683	0.0	0.0	0.0	2227
2016.0	431849	19	18.0	8.554705	0.0	1.0	0.0	2212
2014.0	431850	290	154.0	10.800343	0.0	0.0	0.0	26851
2016.0	431850	312	228.0	11.565836	0.0	1.0	0.0	27095
2014.0	431860	71	53.0	9.976113	0.0	0.0	0.0	7117
2016.0	431860	58	48.0	8.154084	0.0	1.0	0.0	7117
2014.0	431861	18	16.0	8.032128	0.0	0.0	0.0	2241
2016.0	431861	31	25.0	13.69863	0.0	1.0	0.0	2279
2014.0	431862	42	26.0	12.173913	0.0	0.0	0.0	3450
2016.0	431862	54	38.0	15.552996	0.0	1.0	0.0	3483
2014.0	431870	3063	2189.0	13.493986	0.0	0.0	0.0	226990
2016.0	431870	2869	2243.0	12.563056	0.0	1.0	0.0	229678
2014.0	431880	483	326.0	10.848082	0.0	0.0	0.0	44524
2016.0	431880	449	327.0	10.079921	0.0	1.0	0.0	44561
2014.0	431890	416	317.0	11.79573	0.0	0.0	0.0	35267
2016.0	431890	483	377.0	13.72354	0.0	1.0	0.0	35123
2014.0	431900	238	143.0	11.271607	0.0	0.0	0.0	21115
2016.0	431900	227	201.0	10.706537	0.0	1.0	0.0	21286
2014.0	431910	46	35.0	7.8672824	0.0	0.0	0.0	5847
2016.0	431910	67	61.0	11.508073	0.0	1.0	0.0	5799
2014.0	431912	31	21.0	9.371222	0.0	0.0	0.0	3308
2016.0	431912	36	25.0	10.879419	0.0	1.0	0.0	3308
2014.0	431915	89	64.0	11.53896	0.0	0.0	0.0	7713
2016.0	431915	72	53.0	9.317976	0.0	1.0	0.0	7742
2014.0	431920	47	37.0	8.152645	0.0	0.0	0.0	5765
2016.0	431920	57	38.0	9.944173	0.0	1.0	0.0	5704
2014.0	431930	47	35.0	7.369081	0.0	0.0	0.0	6378
2016.0	431930	49	39.0	7.720183	0.0	1.0	0.0	6313
2014.0	431935	38	30.0	10.710259	0.0	0.0	0.0	3548
2016.0	431935	42	35.0	11.712214	0.0	1.0	0.0	3612
2014.0	431936	24	17.0	12.145749	0.0	0.0	0.0	1976
2016.0	431936	28	21.0	14.127144	0.0	1.0	0.0	1991
2014.0	431937	34	29.0	11.405569	0.0	0.0	0.0	2981
2016.0	431937	20	17.0	6.695681	0.0	1.0	0.0	2987
2014.0	431940	153	97.0	9.107142	0.0	0.0	0.0	16800
2016.0	431940	162	129.0	9.651475	0.0	1.0	0.0	16775
2014.0	431950	353	236.0	14.396411	0.0	0.0	0.0	24520
2016.0	431950	341	255.0	13.820215	0.0	1.0	0.0	24825
2014.0	431960	243	192.0	9.93987	0.0	0.0	0.0	24447
2016.0	431960	218	153.0	8.9238205	0.0	1.0	0.0	24418
2014.0	431970	38	29.0	10.433827	0.0	0.0	0.0	3642
2016.0	431970	40	27.0	11.058888	0.0	1.0	0.0	3600
2014.0	431971	20	12.0	8.892841	0.0	0.0	0.0	2249
2016.0	431971	18	18.0	7.9681277	0.0	1.0	0.0	2261
2014.0	431973	30	12.0	10.905126	0.0	0.0	0.0	2751
2016.0	431973	36	16.0	13.076644	0.0	1.0	0.0	2756
2014.0	431975	21	19.0	9.9620495	0.0	0.0	0.0	2108
2016.0	431975	20	18.0	9.425071	0.0	1.0	0.0	2140
2014.0	431980	91	58.0	10.377466	0.0	0.0	0.0	8769
2016.0	431980	99	78.0	11.267926	0.0	1.0	0.0	8802
2014.0	431990	1199	680.0	15.148069	0.0	0.0	0.0	79152
2016.0	431990	1148	948.0	14.429361	0.0	1.0	0.0	79946
2014.0	432000	2012	1630.0	14.605959	0.0	0.0	0.0	137752
2016.0	432000	1910	1539.0	13.804867	0.0	1.0	0.0	138933
2014.0	432010	277	227.0	12.127846	0.0	0.0	0.0	22840
2016.0	432010	272	219.0	11.807093	0.0	1.0	0.0	23222
2014.0	432020	166	100.0	14.861236	0.0	0.0	0.0	11170
2016.0	432020	150	112.0	13.437248	0.0	1.0	0.0	11154
2014.0	432023	31	21.0	10.107597	0.0	0.0	0.0	3067
2016.0	432023	27	26.0	8.814887	0.0	1.0	0.0	3057
2014.0	432026	58	34.0	7.8761544	0.0	0.0	0.0	7364
2016.0	432026	84	54.0	11.372868	0.0	1.0	0.0	7409
